,Date,Time,CO,Benzene,NO2,Temperature,Humidity(%),Traffic_Volume,Particulate_Matter
7410,13.01.05,15:00:00,2.7,14.1,134,14.0,56.3,,
7820,30.01.05,13:00:00,0.9,1.6,95,6.9,35.6,,
4900,30.09.04,18:00:00,6.3,34.0,182,24.6,50.0,,
6054,18.11.04,5:00:00,1.1,3.6,89,5.9,76.6,,
8604,04.03.05,21:00:00,2.3,7.9,175,7.5,58.7,,
4720,23.09.04,14:00:00,2.6,15.8,130,29.8,38.0,,
7409,13.01.05,0:00:00,2.9,11.5,123,9.4,75.0,,
4470,13.09.04,3:00:00,-200.0,3.7,-200,20.4,70.7,,
4118,29.08.04,16:00:00,-200.0,5.4,-200,36.2,21.4,,
7292,08.01.05,13:00:00,2.8,13.1,147,13.8,50.9,,
1515,12.05.04,9:00:00,5.1,26.6,121,18.8,52.4,121.57857549999999,67.85677021
3888,19.08.04,21:00:00,-200.0,6.4,-200,30.3,47.3,,
4375,09.09.04,5:00:00,0.4,2.7,65,21.7,33.4,,
8375,22.02.05,16:00:00,2.5,10.9,218,7.4,69.3,,
6345,30.11.04,3:00:00,0.8,2.0,-200,13.6,82.8,,
4268,04.09.04,19:00:00,1.8,9.1,-200,32.8,28.2,,
5733,04.11.04,9:00:00,3.6,23.3,88,17.8,65.4,,
9227,30.03.05,6:00:00,0.8,3.8,78,11.0,73.1,,
752,11.04.04,15:00:00,0.9,3.1,46,22.0,19.0,144.345775,152.16669819999998
7984,06.02.05,23:00:00,1.0,2.4,120,5.1,37.9,,
7314,09.01.05,11:00:00,1.5,5.7,111,14.0,59.7,,
1213,30.04.04,14:00:00,2.6,15.4,94,21.4,50.9,55.79161058,130.97319840000003
5797,07.11.04,11:00:00,0.7,2.7,63,18.0,34.7,,
211,19.03.04,11:00:00,3.3,16.4,135,14.5,54.4,40.13242467,59.30272918
3001,13.07.04,9:00:00,3.6,16.7,135,21.7,42.4,,
4097,28.08.04,8:00:00,1.2,7.1,62,20.7,53.3,,
588,04.04.04,3:00:00,-200.0,5.6,-200,14.7,65.0,77.44138469,109.771555
6752,17.12.04,10:00:00,5.0,-200.0,164,-200.0,-200.0,,
5280,16.10.04,19:00:00,-200.0,9.5,-200,17.9,56.9,,
7439,14.01.05,21:00:00,5.0,18.2,190,8.2,75.2,,
7675,24.01.05,10:00:00,1.4,5.7,183,8.7,46.7,,
1055,23.04.04,7:00:00,4.0,22.6,95,14.0,58.0,189.4254025,207.0866549
1484,11.05.04,22:00:00,2.7,14.2,114,18.1,58.7,113.5991381,70.80712249
5415,22.10.04,11:00:00,2.1,14.3,81,24.5,54.5,,
3054,16.07.04,4:00:00,0.4,2.1,45,21.6,42.2,,
1071,24.04.04,13:00:00,1.9,8.7,74,26.9,32.1,181.4549697,220.2116205
7147,02.01.05,0:00:00,1.8,5.2,112,4.7,62.9,,
1130,26.04.04,20:00:00,2.6,9.3,109,17.3,38.8,181.291775,203.428954
8834,13.03.05,13:00:00,1.4,8.5,159,14.2,57.8,,
3788,15.08.04,8:00:00,0.7,3.5,36,23.9,56.3,,
4528,15.09.04,14:00:00,-200.0,16.1,-200,24.2,65.6,,
5553,28.10.04,3:00:00,0.7,4.2,-200,14.8,79.7,,
9028,21.03.05,19:00:00,6.4,29.7,232,18.6,46.4,,
8857,14.03.05,8:00:00,3.5,15.7,163,10.8,64.4,,
8310,20.02.05,6:00:00,0.5,1.0,40,8.0,54.7,,
8412,24.02.05,0:00:00,1.6,4.7,172,3.2,83.0,,
5953,13.11.04,14:00:00,3.3,12.1,133,21.5,43.1,,
2584,26.06.04,11:00:00,1.6,9.0,101,34.5,18.9,,
5209,13.10.04,11:00:00,-200.0,6.9,-200,17.4,47.6,,
7123,01.01.05,14:00:00,2.4,8.9,153,10.9,35.9,,
3357,28.07.04,22:00:00,-200.0,9.5,94,27.6,27.4,,
2385,18.06.04,2:00:00,0.5,3.1,43,24.0,45.8,,
8369,22.02.05,11:00:00,1.7,6.9,201,9.1,58.4,,
8089,10.02.05,6:00:00,1.7,-200.0,134,-200.0,-200.0,,
2832,06.07.04,20:00:00,4.0,23.8,159,32.6,20.6,,
451,29.03.04,10:00:00,1.5,5.6,97,13.9,33.2,85.83691354,105.99345220000001
3449,01.08.04,2:00:00,0.9,6.2,40,25.1,53.9,,
419,28.03.04,6:00:00,1.1,3.6,62,7.7,66.4,71.96734729,108.5631438
2865,08.07.04,5:00:00,0.6,5.4,74,25.6,38.8,,
6293,27.11.04,16:00:00,4.8,20.5,187,16.4,68.2,,
5670,02.11.04,4:00:00,-200.0,2.6,38,17.2,74.0,,
6933,24.12.04,15:00:00,6.1,16.9,204,10.8,52.4,,
4599,18.09.04,15:00:00,1.1,5.3,73,28.1,28.6,,
58,13.03.04,3:00:00,1.7,5.4,-200,7.8,67.5,32.88292008,56.7784956
1854,27.05.04,4:00:00,-200.0,2.0,-200,18.0,40.9,,
4740,24.09.04,2:00:00,0.7,4.6,64,22.3,55.8,,
6934,24.12.04,11:00:00,6.5,18.8,165,7.2,58.6,,
3884,19.08.04,16:00:00,1.2,6.8,44,39.9,23.8,,
914,17.04.04,8:00:00,-200.0,8.8,-200,12.8,80.8,172.7945453,204.2916651
4878,30.09.04,3:00:00,-200.0,1.9,-200,19.2,50.3,,
8958,19.03.05,6:00:00,0.7,1.9,79,11.8,67.1,,
2851,07.07.04,10:00:00,2.2,14.2,166,34.6,21.1,,
7716,26.01.05,0:00:00,-200.0,1.1,55,3.9,47.7,,
3053,15.07.04,8:00:00,4.0,25.2,151,22.9,47.9,,
8894,16.03.05,14:00:00,2.5,11.0,169,26.8,17.9,,
8266,18.02.05,3:00:00,0.8,1.9,-200,5.6,52.9,,
7698,25.01.05,12:00:00,0.3,3.9,126,5.7,44.1,,
7238,06.01.05,1:00:00,1.7,5.4,116,12.3,64.6,,
1216,30.04.04,12:00:00,3.2,14.9,116,17.3,72.4,33.93492786,165.1167843
6110,20.11.04,15:00:00,1.5,10.6,138,14.8,15.6,,
3638,09.08.04,1:00:00,1.1,6.3,51,25.5,61.6,,
2842,07.07.04,1:00:00,1.6,9.2,95,26.3,33.7,,
4708,22.09.04,9:00:00,5.5,29.0,165,23.5,52.0,,
2715,01.07.04,9:00:00,2.9,14.6,134,28.2,47.1,,
8110,11.02.05,7:00:00,1.8,-200.0,152,-200.0,-200.0,,
9326,03.04.05,8:00:00,0.7,2.4,89,13.5,40.0,,
4530,15.09.04,13:00:00,-200.0,17.2,-200,24.1,65.5,,
1318,04.05.04,15:00:00,2.6,12.9,97,19.9,57.1,58.41926895,137.8273934
1168,28.04.04,12:00:00,2.5,14.2,121,27.4,28.2,184.3971302,213.69405519999998
8666,06.03.05,19:00:00,2.5,6.2,194,8.6,38.1,,
5072,08.10.04,4:00:00,0.8,4.4,43,18.2,70.3,,
7977,06.02.05,5:00:00,0.8,1.8,88,1.2,51.9,,
3762,14.08.04,1:00:00,1.0,4.5,63,25.1,55.7,,
6053,17.11.04,18:00:00,10.2,47.7,192,13.7,52.8,,
8502,28.02.05,23:00:00,0.7,1.4,79,1.0,34.3,,
6634,12.12.04,8:00:00,1.9,6.9,111,4.0,69.0,,
4912,01.10.04,21:00:00,-200.0,13.5,-200,21.5,63.2,,
8701,08.03.05,0:00:00,1.5,4.4,157,3.0,47.7,,
2371,17.06.04,12:00:00,1.9,9.8,105,27.4,37.0,,
1687,20.05.04,3:00:00,0.3,1.7,-200,19.8,46.2,120.3414006,64.81489461
8416,24.02.05,14:00:00,1.9,7.7,189,7.9,69.0,,
6452,04.12.04,12:00:00,2.6,10.6,122,13.0,77.8,,
7163,03.01.05,17:00:00,3.3,-200.0,162,-200.0,-200.0,,
3904,20.08.04,18:00:00,-200.0,5.6,-200,33.0,38.1,,
3271,25.07.04,7:00:00,0.4,1.5,29,24.4,57.9,,
759,11.04.04,8:00:00,1.1,3.7,58,8.7,64.3,133.82859009999999,155.750402
7868,01.02.05,16:00:00,3.2,14.4,162,13.5,44.8,,
8438,25.02.05,13:00:00,2.1,8.4,167,10.9,44.8,,
63,13.03.04,0:00:00,2.7,9.6,113,9.5,64.1,39.51372853,58.13402924
4616,19.09.04,4:00:00,0.9,3.8,54,18.8,59.5,,
1607,16.05.04,15:00:00,1.2,7.1,64,31.5,21.9,127.2896406,63.80543818
4649,20.09.04,15:00:00,2.4,11.9,122,31.8,27.4,,
5841,09.11.04,6:00:00,-200.0,3.2,-200,3.2,76.8,,
3998,24.08.04,14:00:00,1.0,6.0,86,33.8,22.8,,
2982,13.07.04,3:00:00,0.4,1.5,-200,18.8,51.1,,
2974,12.07.04,9:00:00,1.7,8.5,104,21.7,46.3,,
3048,15.07.04,7:00:00,2.3,15.6,108,21.3,48.4,,
4255,04.09.04,3:00:00,0.8,4.5,-200,25.2,46.4,,
4628,19.09.04,11:00:00,2.1,10.2,115,30.0,28.5,,
9037,22.03.05,0:00:00,1.3,5.9,106,13.3,65.6,,
1486,11.05.04,21:00:00,3.3,18.1,128,19.2,52.3,110.2465638,66.43387576
2946,11.07.04,18:00:00,0.7,4.5,65,29.6,24.1,,
1981,01.06.04,22:00:00,1.6,12.0,75,20.5,66.9,,
4347,07.09.04,19:00:00,4.1,19.9,-200,28.9,25.4,,
2713,01.07.04,17:00:00,2.9,17.3,157,36.9,24.7,,
4853,28.09.04,19:00:00,7.5,39.3,209,23.0,33.6,,
2249,12.06.04,19:00:00,1.1,6.3,52,29.1,35.1,,
7833,31.01.05,2:00:00,0.8,1.0,61,4.0,36.4,,
7473,16.01.05,10:00:00,1.0,2.6,112,9.0,39.5,,
1468,10.05.04,8:00:00,-200.0,35.2,-200,16.0,57.3,128.5162231,60.18851253
1459,10.05.04,6:00:00,-200.0,9.8,-200,13.4,67.4,128.9442529,60.6322387
6784,18.12.04,7:00:00,1.1,5.4,96,10.0,76.2,,
6614,11.12.04,7:00:00,1.2,5.2,106,9.3,43.1,,
6860,21.12.04,10:00:00,2.6,9.4,157,7.4,36.5,,
6958,25.12.04,0:00:00,5.9,15.6,169,9.4,66.1,,
2731,02.07.04,14:00:00,1.7,11.0,117,38.8,20.7,,
1566,15.05.04,5:00:00,0.5,2.8,44,15.7,46.9,124.43860559999999,68.44719738
2801,05.07.04,13:00:00,2.1,11.7,137,37.4,17.3,,
5839,09.11.04,5:00:00,-200.0,1.9,-200,4.1,73.1,,
1718,21.05.04,17:00:00,2.7,10.2,122,30.2,22.6,113.52542040000002,61.26109818
3811,16.08.04,17:00:00,1.3,6.9,69,38.8,15.8,,
6179,23.11.04,7:00:00,2.1,10.0,111,8.9,79.3,,
2670,30.06.04,4:00:00,0.5,2.6,42,26.9,51.8,,
100,14.03.04,19:00:00,4.6,20.6,157,18.4,41.7,33.13990173,54.85894242
6202,24.11.04,7:00:00,1.8,8.7,86,9.5,80.3,,
1655,18.05.04,13:00:00,2.9,17.0,126,30.9,19.1,123.6694999,65.84456351
4549,16.09.04,11:00:00,1.3,6.8,79,18.7,73.1,,
7559,19.01.05,18:00:00,1.8,7.6,130,8.9,54.4,,
2299,14.06.04,19:00:00,1.5,6.7,82,22.3,44.9,,
6226,25.11.04,7:00:00,2.2,10.7,100,4.0,83.1,,
5106,09.10.04,15:00:00,2.6,15.9,92,29.6,42.3,,
1811,25.05.04,4:00:00,-200.0,0.9,30,14.0,33.7,,
6793,18.12.04,20:00:00,3.9,19.0,162,11.1,24.8,,
4356,08.09.04,5:00:00,-200.0,-200.0,-200,-200.0,-200.0,,
998,21.04.04,15:00:00,-200.0,9.3,-200,27.0,22.2,172.120743,220.17790109999999
5526,27.10.04,4:00:00,-200.0,3.1,51,17.0,81.0,,
1173,28.04.04,14:00:00,3.2,21.9,126,27.7,26.5,187.33718249999998,217.3818801
9077,23.03.05,20:00:00,7.2,32.0,230,19.5,35.6,,
5861,09.11.04,19:00:00,4.6,19.9,-200,8.6,75.5,,
1463,10.05.04,17:00:00,2.5,17.8,104,23.4,32.0,119.22188179999999,67.11283646
1128,26.04.04,8:00:00,2.1,8.9,89,15.0,41.7,172.88627240000002,218.3658847
1691,20.05.04,6:00:00,0.9,6.6,68,15.8,59.0,126.22115430000001,69.27518402
5840,09.11.04,3:00:00,-200.0,1.9,-200,5.1,68.7,,
7419,13.01.05,17:00:00,3.9,19.9,160,12.3,63.0,,
2300,14.06.04,12:00:00,1.2,5.3,72,25.5,38.3,,
3996,24.08.04,1:00:00,1.2,5.7,50,22.2,43.1,,
5469,24.10.04,2:00:00,2.1,10.9,66,19.4,71.4,,
8652,06.03.05,2:00:00,0.9,2.1,100,7.2,47.8,,
4897,30.09.04,16:00:00,3.9,23.4,146,25.8,44.8,,
5487,25.10.04,22:00:00,3.5,19.6,82,17.7,75.6,,
8551,02.03.05,1:00:00,0.8,1.5,93,0.0,29.7,,
3966,23.08.04,5:00:00,-200.0,2.0,-200,22.1,49.6,,
2606,27.06.04,2:00:00,1.0,6.4,53,25.2,47.8,,
112,15.03.04,16:00:00,2.3,11.5,99,24.4,29.4,38.09978131,56.34804842
1287,03.05.04,13:00:00,1.7,10.8,90,28.4,23.6,56.76706703,175.4358148
7996,06.02.05,20:00:00,1.8,5.3,179,5.8,36.4,,
1927,30.05.04,5:00:00,0.1,3.1,37,17.2,47.2,,
374,26.03.04,6:00:00,0.9,4.0,78,8.0,71.8,74.26779077,104.2084517
866,15.04.04,21:00:00,4.6,19.8,134,16.2,53.2,148.2307587,158.2887124
3170,20.07.04,10:00:00,-200.0,21.6,193,34.8,23.4,,
8499,27.02.05,10:00:00,1.7,6.4,144,7.8,49.9,,
6901,23.12.04,0:00:00,2.0,5.4,127,5.2,44.1,,
4690,22.09.04,1:00:00,1.0,5.1,74,21.0,61.3,,
5758,05.11.04,11:00:00,4.6,24.2,151,20.7,55.5,,
1355,06.05.04,22:00:00,0.9,3.9,65,15.4,58.8,39.51391533,144.88227030000002
5136,10.10.04,15:00:00,1.8,5.8,81,19.4,80.5,,
3169,20.07.04,17:00:00,-200.0,17.5,145,41.3,15.5,,
6233,25.11.04,14:00:00,2.5,12.8,126,16.4,38.2,,
5902,11.11.04,18:00:00,3.9,16.5,187,11.6,76.0,,
3434,31.07.04,12:00:00,2.9,14.6,146,38.5,23.8,,
5611,30.10.04,10:00:00,2.7,14.3,108,18.0,76.6,,
8351,21.02.05,17:00:00,2.2,10.0,194,7.3,70.0,,
9204,29.03.05,23:00:00,1.1,5.0,107,13.5,70.8,,
7420,13.01.05,9:00:00,4.1,24.0,134,8.8,73.2,,
9207,29.03.05,21:00:00,2.3,9.0,151,15.2,64.2,,
8398,23.02.05,22:00:00,2.6,9.6,226,4.3,78.9,,
2241,12.06.04,7:00:00,0.6,4.8,64,21.3,42.3,,
5463,24.10.04,14:00:00,1.4,7.4,70,24.8,47.9,,
6815,19.12.04,14:00:00,3.0,12.5,134,5.2,73.1,,
1841,26.05.04,22:00:00,-200.0,10.9,-200,21.7,29.2,,
4100,28.08.04,11:00:00,1.5,7.7,86,32.3,27.2,,
6201,24.11.04,12:00:00,2.0,8.8,162,15.1,58.3,,
3697,11.08.04,0:00:00,1.5,8.8,60,28.2,55.0,,
3088,17.07.04,16:00:00,1.4,7.2,87,41.1,13.1,,
3207,22.07.04,16:00:00,2.3,15.1,157,44.6,12.6,,
5308,17.10.04,17:00:00,-200.0,12.7,-200,20.9,40.3,,
80,14.03.04,6:00:00,1.0,2.5,63,11.6,62.2,41.31899229,57.04694652
6279,27.11.04,2:00:00,3.8,14.9,122,12.4,78.4,,
1737,22.05.04,3:00:00,0.7,6.2,-200,17.9,46.3,127.5592563,61.1029364
4163,31.08.04,0:00:00,-200.0,5.1,-200,24.0,55.6,,
8815,13.03.05,3:00:00,-200.0,2.0,69,12.7,51.8,,
5263,16.10.04,2:00:00,-200.0,3.0,-200,14.7,80.7,,
3421,31.07.04,7:00:00,1.0,6.4,71,24.0,53.4,,
4103,28.08.04,17:00:00,-200.0,8.9,-200,35.8,23.0,,
4765,25.09.04,8:00:00,0.7,2.5,14,15.7,51.1,,
7084,30.12.04,18:00:00,-200.0,8.1,-200,9.3,40.8,,
9000,20.03.05,18:00:00,1.7,6.6,128,19.3,41.6,,
1336,05.05.04,21:00:00,1.8,6.9,89,15.1,75.1,55.50935746,167.7270682
8113,11.02.05,4:00:00,1.6,-200.0,91,-200.0,-200.0,,
7983,06.02.05,16:00:00,1.0,2.7,100,10.2,28.3,,
6496,06.12.04,15:00:00,2.5,13.8,109,20.3,47.5,,
766,11.04.04,2:00:00,1.0,3.7,68,9.3,64.3,143.6226064,167.88976619999997
4110,29.08.04,14:00:00,-200.0,3.5,-200,32.5,25.9,,
2423,19.06.04,8:00:00,1.4,9.1,86,24.6,44.9,,
3075,16.07.04,9:00:00,3.1,14.8,157,24.2,48.5,,
3396,30.07.04,14:00:00,-200.0,10.5,118,36.9,21.8,,
4018,25.08.04,20:00:00,1.4,6.0,69,27.8,35.6,,
407,27.03.04,14:00:00,2.5,12.6,114,17.7,28.6,73.39202622,114.7744673
9066,23.03.05,16:00:00,2.2,12.0,149,23.3,23.8,,
7878,02.02.05,15:00:00,1.9,8.3,127,14.1,18.1,,
3662,10.08.04,6:00:00,1.2,7.6,42,23.4,65.7,,
6012,16.11.04,0:00:00,1.3,3.9,91,11.3,41.8,,
6641,12.12.04,10:00:00,2.7,9.9,130,9.4,48.7,,
6791,18.12.04,2:00:00,1.4,5.1,100,12.4,73.8,,
7145,02.01.05,10:00:00,1.6,4.9,112,4.1,65.8,,
4041,26.08.04,7:00:00,1.9,-200.0,83,-200.0,-200.0,,
7267,07.01.05,23:00:00,3.3,11.6,132,5.8,81.3,,
39,12.03.04,13:00:00,2.5,11.0,116,16.1,34.5,33.60978521,59.19740879
2628,28.06.04,0:00:00,1.2,7.9,78,27.2,38.9,,
8130,12.02.05,0:00:00,4.2,14.2,211,5.8,64.3,,
5381,20.10.04,17:00:00,8.0,43.7,194,24.6,58.9,,
3940,21.08.04,0:00:00,-200.0,6.0,-200,26.7,46.7,,
338,24.03.04,8:00:00,3.1,13.8,97,11.0,57.3,77.48280282,120.80285649999999
7208,05.01.05,1:00:00,1.7,5.6,120,9.5,69.5,,
4539,15.09.04,8:00:00,-200.0,27.6,-200,21.2,72.3,,
8430,25.02.05,5:00:00,0.8,2.1,100,5.0,82.8,,
967,20.04.04,4:00:00,-200.0,1.2,-200,9.8,80.0,182.0335301,211.73661529999998
5705,03.11.04,23:00:00,2.7,14.2,77,19.5,67.6,,
6865,21.12.04,18:00:00,3.1,16.7,166,7.6,40.1,,
3438,01.08.04,14:00:00,0.6,3.5,42,38.1,18.5,,
1638,18.05.04,3:00:00,0.2,1.2,-200,21.2,32.9,126.9346676,65.05597902
7882,02.02.05,5:00:00,2.0,3.6,115,3.7,62.9,,
601,04.04.04,15:00:00,-200.0,10.0,-200,26.1,30.8,148.3967934,150.431595
6089,19.11.04,12:00:00,2.8,11.8,202,17.6,52.2,,
6511,07.12.04,5:00:00,0.6,2.3,63,12.4,68.3,,
2398,18.06.04,20:00:00,2.9,16.0,153,28.7,35.8,,
377,26.03.04,0:00:00,1.7,5.5,97,9.6,61.1,88.70184046,112.2119172
4760,25.09.04,4:00:00,0.3,1.0,27,15.3,53.1,,
7557,19.01.05,14:00:00,0.6,6.7,128,10.0,55.0,,
7486,16.01.05,4:00:00,1.7,5.9,115,3.7,68.9,,
737,10.04.04,11:00:00,2.1,7.5,89,18.0,38.4,148.20582030000003,155.107978
2169,09.06.04,2:00:00,0.9,5.8,57,22.3,50.6,,
7346,10.01.05,15:00:00,2.4,19.3,152,14.1,65.9,,
9245,30.03.05,19:00:00,4.2,19.9,193,19.3,46.2,,
8445,25.02.05,19:00:00,3.4,12.6,189,8.6,48.2,,
1464,10.05.04,20:00:00,3.0,16.3,122,17.7,50.9,112.35926840000002,67.77104666
3181,21.07.04,16:00:00,-200.0,10.2,106,42.7,14.4,,
4471,13.09.04,4:00:00,-200.0,4.0,-200,19.4,73.4,,
4991,04.10.04,11:00:00,-200.0,21.8,-200,24.2,49.0,,
7395,12.01.05,9:00:00,4.1,20.1,138,8.9,76.5,,
8196,15.02.05,6:00:00,0.4,1.3,56,6.1,40.8,,
5268,16.10.04,23:00:00,-200.0,4.4,-200,15.4,73.2,,
7382,12.01.05,14:00:00,3.1,15.2,156,15.1,49.6,,
2592,26.06.04,22:00:00,1.7,9.5,88,27.7,40.6,,
3863,18.08.04,8:00:00,-200.0,11.2,-200,27.3,36.8,,
4679,21.09.04,17:00:00,5.0,26.6,205,31.2,31.4,,
5557,28.10.04,23:00:00,1.2,5.4,69,20.1,62.6,,
318,24.03.04,3:00:00,0.6,1.6,-200,10.6,61.6,81.84259885,112.5536267
8809,12.03.05,19:00:00,0.8,7.5,152,14.0,47.8,,
2333,15.06.04,7:00:00,4.4,24.7,116,20.9,49.3,,
9082,24.03.05,2:00:00,0.9,3.8,109,15.3,49.2,,
1878,28.05.04,4:00:00,-200.0,2.8,-200,15.2,53.6,,
6031,17.11.04,3:00:00,0.8,1.9,-200,7.9,55.4,,
5135,10.10.04,18:00:00,2.0,8.4,81,21.1,68.6,,
6047,17.11.04,15:00:00,4.0,19.5,198,17.4,32.7,,
1328,05.05.04,0:00:00,0.7,2.3,41,18.6,52.3,46.83609014,139.9461796
209,19.03.04,13:00:00,3.0,15.3,122,16.1,47.6,31.96121095,60.03101346
3442,01.08.04,6:00:00,0.4,2.6,30,23.3,62.0,,
295,23.03.04,4:00:00,-200.0,0.8,31,10.1,76.8,45.80545704,50.45470906
6049,17.11.04,21:00:00,4.9,19.0,267,10.7,62.1,,
4254,04.09.04,5:00:00,0.8,4.6,-200,22.1,54.5,,
2107,06.06.04,8:00:00,1.2,5.9,70,20.4,55.8,,
8396,23.02.05,8:00:00,1.7,7.7,197,4.4,79.1,,
2202,10.06.04,16:00:00,2.4,13.6,139,40.0,18.8,,
4234,03.09.04,2:00:00,-200.0,5.7,-200,24.0,50.3,,
3201,22.07.04,6:00:00,1.1,6.3,60,25.0,49.2,,
2674,30.06.04,1:00:00,0.9,6.1,47,26.8,52.4,,
559,03.04.04,5:00:00,0.8,3.3,64,13.7,61.6,75.94820414,115.89621979999998
3261,24.07.04,7:00:00,1.0,8.1,65,25.2,49.1,,
4731,23.09.04,19:00:00,4.7,25.6,173,27.2,45.9,,
2805,05.07.04,15:00:00,2.0,12.7,138,40.4,14.9,,
3615,08.08.04,17:00:00,0.9,4.1,46,35.0,31.1,,
7105,31.12.04,21:00:00,-200.0,5.5,-200,9.1,32.5,,
7565,19.01.05,0:00:00,0.9,6.6,124,9.5,83.8,,
8313,20.02.05,5:00:00,0.8,1.9,72,8.4,48.6,,
7368,11.01.05,23:00:00,3.5,16.2,151,11.9,69.0,,
7468,15.01.05,18:00:00,3.7,17.4,182,8.7,66.3,,
5382,21.10.04,5:00:00,0.8,5.1,60,21.3,69.5,,
109,15.03.04,1:00:00,1.8,6.9,93,14.0,57.0,41.55375968,53.44288809
2148,08.06.04,6:00:00,1.4,8.8,69,18.2,62.3,,
5053,07.10.04,0:00:00,-200.0,9.9,-200,20.3,64.2,,
3713,12.08.04,22:00:00,1.2,6.0,65,28.6,53.7,,
1142,27.04.04,9:00:00,1.9,7.9,94,19.6,35.9,178.8448729,214.06922540000002
1532,13.05.04,10:00:00,2.4,11.0,122,17.4,51.8,117.7824631,63.36361162
6294,28.11.04,6:00:00,0.7,1.7,44,8.9,77.1,,
4419,10.09.04,19:00:00,3.2,17.4,180,29.2,26.9,,
7649,23.01.05,1:00:00,-200.0,7.5,181,7.0,39.9,,
6265,26.11.04,16:00:00,6.2,29.1,213,15.7,58.9,,
5023,06.10.04,3:00:00,-200.0,3.2,-200,19.8,65.1,,
1577,15.05.04,12:00:00,1.7,9.4,94,25.6,23.5,116.27408340000001,69.7247187
151,17.03.04,4:00:00,-200.0,1.9,60,12.7,57.9,46.19501714,50.216615000000004
6083,19.11.04,3:00:00,1.2,2.3,-200,14.9,65.3,,
5940,13.11.04,21:00:00,1.7,4.7,113,15.9,54.9,,
3631,09.08.04,18:00:00,1.7,-200.0,86,-200.0,-200.0,,
168,17.03.04,18:00:00,5.0,27.0,158,25.9,16.0,41.75351717,55.46156766
256,21.03.04,23:00:00,1.9,7.9,93,16.4,55.1,36.86645927,54.3097218
602,04.04.04,10:00:00,-200.0,9.0,-200,21.5,40.7,122.348877,166.8787147
1093,25.04.04,11:00:00,0.9,2.7,58,17.2,35.0,175.3797289,216.64691969999996
3973,23.08.04,13:00:00,1.0,4.7,50,34.3,22.5,,
2499,22.06.04,18:00:00,3.6,20.2,139,31.7,25.9,,
7150,02.01.05,11:00:00,2.2,7.5,141,6.6,56.6,,
3056,16.07.04,5:00:00,0.6,3.4,62,20.3,46.8,,
5389,21.10.04,14:00:00,2.1,15.0,111,27.2,48.5,,
1866,27.05.04,13:00:00,-200.0,12.1,-200,27.5,20.9,,
8423,24.02.05,17:00:00,3.0,13.2,262,7.2,72.4,,
2650,29.06.04,1:00:00,0.8,6.0,65,27.5,41.3,,
807,13.04.04,11:00:00,1.6,8.0,96,13.8,47.4,124.97017790000001,155.56894530000002
5436,23.10.04,0:00:00,1.7,10.1,71,20.4,66.7,,
8982,20.03.05,6:00:00,0.6,1.6,57,13.1,64.0,,
8858,14.03.05,18:00:00,5.4,25.4,225,17.9,37.6,,
4795,26.09.04,2:00:00,1.4,7.8,90,15.6,51.9,,
6229,25.11.04,13:00:00,2.0,11.4,109,15.4,43.0,,
542,02.04.04,15:00:00,2.7,14.0,121,26.1,27.3,82.24964849999999,102.89459670000001
1551,14.05.04,21:00:00,2.1,11.6,119,22.0,28.6,129.21200190000002,61.87837425
3832,17.08.04,12:00:00,-200.0,5.9,-200,36.1,21.3,,
4529,15.09.04,16:00:00,-200.0,17.2,-200,26.3,56.5,,
5165,11.10.04,9:00:00,4.6,25.6,85,19.7,68.9,,
7770,28.01.05,6:00:00,0.6,1.6,79,4.1,48.1,,
2603,27.06.04,7:00:00,0.6,3.1,50,23.5,50.8,,
8907,16.03.05,20:00:00,4.4,23.1,223,18.4,38.8,,
4940,02.10.04,13:00:00,-200.0,11.2,-200,25.7,49.2,,
8827,13.03.05,10:00:00,0.3,5.0,148,13.9,47.3,,
2166,09.06.04,4:00:00,0.5,3.3,51,20.8,54.4,,
7469,15.01.05,19:00:00,5.2,20.8,194,7.9,69.9,,
4195,01.09.04,12:00:00,2.2,13.3,108,32.4,26.3,,
8421,24.02.05,15:00:00,2.2,10.7,212,8.5,66.3,,
7705,25.01.05,9:00:00,0.7,5.4,157,4.2,50.1,,
6714,15.12.04,0:00:00,2.9,-200.0,115,-200.0,-200.0,,
5538,27.10.04,6:00:00,1.7,10.5,68,17.6,78.8,,
7373,11.01.05,9:00:00,5.1,26.5,147,12.5,65.1,,
9342,04.04.05,4:00:00,-200.0,0.8,43,11.8,56.0,,
1498,12.05.04,22:00:00,1.3,5.2,91,16.1,52.0,115.17861880000001,64.73491170000001
8730,09.03.05,17:00:00,1.9,10.2,114,18.0,33.1,,
4777,25.09.04,18:00:00,1.8,8.9,62,20.1,30.3,,
4270,04.09.04,16:00:00,2.3,11.9,-200,40.7,17.0,,
4702,22.09.04,20:00:00,3.8,18.3,167,24.6,54.0,,
6232,25.11.04,22:00:00,2.0,7.8,110,10.0,61.8,,
1744,22.05.04,20:00:00,1.8,10.9,90,22.3,45.4,117.40771459999999,63.37115879
4697,22.09.04,13:00:00,2.6,14.0,120,27.9,37.0,,
6068,18.11.04,15:00:00,3.1,15.9,182,18.4,49.6,,
4494,14.09.04,2:00:00,-200.0,3.2,-200,23.5,52.6,,
3398,30.07.04,16:00:00,-200.0,9.6,124,39.3,18.9,,
3821,16.08.04,9:00:00,2.1,12.0,93,27.1,32.4,,
