,Unnamed: 0,CO,Benzene,NO2,Temperature,Humidity(%),DateTime
559,6233,2.5,12.8,126,16.4,38.2,2004-11-25 14:00:00
560,5902,3.9,16.5,187,11.6,76.0,2004-11-11 18:00:00
561,3434,2.9,14.6,146,38.5,23.8,2004-07-31 12:00:00
562,5611,2.7,14.3,108,18.0,76.6,2004-10-30 10:00:00
563,8351,2.2,10.0,194,7.3,70.0,2005-02-21 17:00:00
564,9204,1.1,5.0,107,13.5,70.8,2005-03-29 23:00:00
565,7420,4.1,24.0,134,8.8,73.2,2005-01-13 09:00:00
566,9207,2.3,9.0,151,15.2,64.2,2005-03-29 21:00:00
567,8398,2.6,9.6,226,4.3,78.9,2005-02-23 22:00:00
568,2241,0.6,4.8,64,21.3,42.3,2004-06-12 07:00:00
569,5463,1.4,7.4,70,24.8,47.9,2004-10-24 14:00:00
570,6815,3.0,12.5,134,5.2,73.1,2004-12-19 14:00:00
572,4100,1.5,7.7,86,32.3,27.2,2004-08-28 11:00:00
573,6201,2.0,8.8,162,15.1,58.3,2004-11-24 12:00:00
574,3697,1.5,8.8,60,28.2,55.0,2004-08-11 00:00:00
575,3088,1.4,7.2,87,41.1,13.1,2004-07-17 16:00:00
576,3207,2.3,15.1,157,44.6,12.6,2004-07-22 16:00:00
579,6279,3.8,14.9,122,12.4,78.4,2004-11-27 02:00:00
584,3421,1.0,6.4,71,24.0,53.4,2004-07-31 07:00:00
586,4765,0.7,2.5,14,15.7,51.1,2004-09-25 08:00:00
588,9000,1.7,6.6,128,19.3,41.6,2005-03-20 18:00:00
589,1336,1.8,6.9,89,15.1,75.1,2004-05-05 21:00:00
591,7983,1.0,2.7,100,10.2,28.3,2005-02-06 16:00:00
592,6496,2.5,13.8,109,20.3,47.5,2004-12-06 15:00:00
593,766,1.0,3.7,68,9.3,64.3,2004-04-11 02:00:00
595,2423,1.4,9.1,86,24.6,44.9,2004-06-19 08:00:00
596,3075,3.1,14.8,157,24.2,48.5,2004-07-16 09:00:00
598,4018,1.4,6.0,69,27.8,35.6,2004-08-25 20:00:00
600,9066,2.2,12.0,149,23.3,23.8,2005-03-23 16:00:00
601,7878,1.9,8.3,127,14.1,18.1,2005-02-02 15:00:00
602,3662,1.2,7.6,42,23.4,65.7,2004-08-10 06:00:00
603,6012,1.3,3.9,91,11.3,41.8,2004-11-16 00:00:00
604,6641,2.7,9.9,130,9.4,48.7,2004-12-12 10:00:00
605,6791,1.4,5.1,100,12.4,73.8,2004-12-18 02:00:00
606,7145,1.6,4.9,112,4.1,65.8,2005-01-02 10:00:00
608,7267,3.3,11.6,132,5.8,81.3,2005-01-07 23:00:00
610,2628,1.2,7.9,78,27.2,38.9,2004-06-28 00:00:00
611,8130,4.2,14.2,211,5.8,64.3,2005-02-12 00:00:00
612,5381,8.0,43.7,194,24.6,58.9,2004-10-20 17:00:00
615,7208,1.7,5.6,120,9.5,69.5,2005-01-05 01:00:00
617,8430,0.8,2.1,100,5.0,82.8,2005-02-25 05:00:00
619,5705,2.7,14.2,77,19.5,67.6,2004-11-03 23:00:00
620,6865,3.1,16.7,166,7.6,40.1,2004-12-21 18:00:00
621,3438,0.6,3.5,42,38.1,18.5,2004-08-01 14:00:00
623,7882,2.0,3.6,115,3.7,62.9,2005-02-02 05:00:00
625,6089,2.8,11.8,202,17.6,52.2,2004-11-19 12:00:00
626,6511,0.6,2.3,63,12.4,68.3,2004-12-07 05:00:00
627,2398,2.9,16.0,153,28.7,35.8,2004-06-18 20:00:00
629,4760,0.3,1.0,27,15.3,53.1,2004-09-25 04:00:00
630,7557,0.6,6.7,128,10.0,55.0,2005-01-19 14:00:00
631,7486,1.7,5.9,115,3.7,68.9,2005-01-16 04:00:00
632,737,2.1,7.5,89,18.0,38.4,2004-04-10 11:00:00
633,2169,0.9,5.8,57,22.3,50.6,2004-06-09 02:00:00
634,7346,2.4,19.3,152,14.1,65.9,2005-01-10 15:00:00
635,9245,4.2,19.9,193,19.3,46.2,2005-03-30 19:00:00
636,8445,3.4,12.6,189,8.6,48.2,2005-02-25 19:00:00
637,1464,3.0,16.3,122,17.7,50.9,2004-05-10 20:00:00
641,7395,4.1,20.1,138,8.9,76.5,2005-01-12 09:00:00
642,8196,0.4,1.3,56,6.1,40.8,2005-02-15 06:00:00
644,7382,3.1,15.2,156,15.1,49.6,2005-01-12 14:00:00
645,2592,1.7,9.5,88,27.7,40.6,2004-06-26 22:00:00
647,4679,5.0,26.6,205,31.2,31.4,2004-09-21 17:00:00
648,5557,1.2,5.4,69,20.1,62.6,2004-10-28 23:00:00
650,8809,0.8,7.5,152,14.0,47.8,2005-03-12 19:00:00
651,2333,4.4,24.7,116,20.9,49.3,2004-06-15 07:00:00
652,9082,0.9,3.8,109,15.3,49.2,2005-03-24 02:00:00
655,5135,2.0,8.4,81,21.1,68.6,2004-10-10 18:00:00
656,6047,4.0,19.5,198,17.4,32.7,2004-11-17 15:00:00
657,1328,0.7,2.3,41,18.6,52.3,2004-05-05 00:00:00
659,3442,0.4,2.6,30,23.3,62.0,2004-08-01 06:00:00
661,6049,4.9,19.0,267,10.7,62.1,2004-11-17 21:00:00
663,2107,1.2,5.9,70,20.4,55.8,2004-06-06 08:00:00
664,8396,1.7,7.7,197,4.4,79.1,2005-02-23 08:00:00
665,2202,2.4,13.6,139,40.0,18.8,2004-06-10 16:00:00
667,3201,1.1,6.3,60,25.0,49.2,2004-07-22 06:00:00
668,2674,0.9,6.1,47,26.8,52.4,2004-06-30 01:00:00
669,559,0.8,3.3,64,13.7,61.6,2004-04-03 05:00:00
670,3261,1.0,8.1,65,25.2,49.1,2004-07-24 07:00:00
671,4731,4.7,25.6,173,27.2,45.9,2004-09-23 19:00:00
672,2805,2.0,12.7,138,40.4,14.9,2004-07-05 15:00:00
673,3615,0.9,4.1,46,35.0,31.1,2004-08-08 17:00:00
675,7565,0.9,6.6,124,9.5,83.8,2005-01-19 00:00:00
676,8313,0.8,1.9,72,8.4,48.6,2005-02-20 05:00:00
677,7368,3.5,16.2,151,11.9,69.0,2005-01-11 23:00:00
678,7468,3.7,17.4,182,8.7,66.3,2005-01-15 18:00:00
679,5382,0.8,5.1,60,21.3,69.5,2004-10-21 05:00:00
681,2148,1.4,8.8,69,18.2,62.3,2004-06-08 06:00:00
683,3713,1.2,6.0,65,28.6,53.7,2004-08-12 22:00:00
684,1142,1.9,7.9,94,19.6,35.9,2004-04-27 09:00:00
685,1532,2.4,11.0,122,17.4,51.8,2004-05-13 10:00:00
686,6294,0.7,1.7,44,8.9,77.1,2004-11-28 06:00:00
687,4419,3.2,17.4,180,29.2,26.9,2004-09-10 19:00:00
689,6265,6.2,29.1,213,15.7,58.9,2004-11-26 16:00:00
691,1577,1.7,9.4,94,25.6,23.5,2004-05-15 12:00:00
694,5940,1.7,4.7,113,15.9,54.9,2004-11-13 21:00:00
699,1093,0.9,2.7,58,17.2,35.0,2004-04-25 11:00:00
700,3973,1.0,4.7,50,34.3,22.5,2004-08-23 13:00:00
701,2499,3.6,20.2,139,31.7,25.9,2004-06-22 18:00:00
702,7150,2.2,7.5,141,6.6,56.6,2005-01-02 11:00:00
703,3056,0.6,3.4,62,20.3,46.8,2004-07-16 05:00:00
704,5389,2.1,15.0,111,27.2,48.5,2004-10-21 14:00:00
706,8423,3.0,13.2,262,7.2,72.4,2005-02-24 17:00:00
707,2650,0.8,6.0,65,27.5,41.3,2004-06-29 01:00:00
708,807,1.6,8.0,96,13.8,47.4,2004-04-13 11:00:00
709,5436,1.7,10.1,71,20.4,66.7,2004-10-23 00:00:00
710,8982,0.6,1.6,57,13.1,64.0,2005-03-20 06:00:00
711,8858,5.4,25.4,225,17.9,37.6,2005-03-14 18:00:00
712,4795,1.4,7.8,90,15.6,51.9,2004-09-26 02:00:00
713,6229,2.0,11.4,109,15.4,43.0,2004-11-25 13:00:00
714,542,2.7,14.0,121,26.1,27.3,2004-04-02 15:00:00
715,1551,2.1,11.6,119,22.0,28.6,2004-05-14 21:00:00
718,5165,4.6,25.6,85,19.7,68.9,2004-10-11 09:00:00
719,7770,0.6,1.6,79,4.1,48.1,2005-01-28 06:00:00
720,2603,0.6,3.1,50,23.5,50.8,2004-06-27 07:00:00
721,8907,4.4,23.1,223,18.4,38.8,2005-03-16 20:00:00
723,8827,0.3,5.0,148,13.9,47.3,2005-03-13 10:00:00
724,2166,0.5,3.3,51,20.8,54.4,2004-06-09 04:00:00
725,7469,5.2,20.8,194,7.9,69.9,2005-01-15 19:00:00
726,4195,2.2,13.3,108,32.4,26.3,2004-09-01 12:00:00
727,8421,2.2,10.7,212,8.5,66.3,2005-02-24 15:00:00
728,7705,0.7,5.4,157,4.2,50.1,2005-01-25 09:00:00
730,5538,1.7,10.5,68,17.6,78.8,2004-10-27 06:00:00
731,7373,5.1,26.5,147,12.5,65.1,2005-01-11 09:00:00
733,1498,1.3,5.2,91,16.1,52.0,2004-05-12 22:00:00
734,8730,1.9,10.2,114,18.0,33.1,2005-03-09 17:00:00
735,4777,1.8,8.9,62,20.1,30.3,2004-09-25 18:00:00
737,4702,3.8,18.3,167,24.6,54.0,2004-09-22 20:00:00
738,6232,2.0,7.8,110,10.0,61.8,2004-11-25 22:00:00
739,1744,1.8,10.9,90,22.3,45.4,2004-05-22 20:00:00
740,4697,2.6,14.0,120,27.9,37.0,2004-09-22 13:00:00
741,6068,3.1,15.9,182,18.4,49.6,2004-11-18 15:00:00
744,3821,2.1,12.0,93,27.1,32.4,2004-08-16 09:00:00
745,6371,0.9,3.3,74,8.9,79.2,2004-12-01 06:00:00
746,6990,0.4,0.7,46,11.9,61.1,2004-12-27 05:00:00
748,7562,0.7,7.6,128,7.0,64.9,2005-01-19 08:00:00
749,7345,2.1,16.1,136,12.8,71.8,2005-01-10 10:00:00
750,4548,0.9,6.6,50,19.4,75.4,2004-09-16 05:00:00
751,756,1.0,3.2,58,21.0,23.6,2004-04-11 16:00:00
753,2813,3.9,27.7,134,23.7,37.9,2004-07-05 08:00:00
754,2416,0.5,3.0,56,21.7,52.6,2004-06-19 05:00:00
755,8341,1.4,3.3,112,6.7,62.8,2005-02-21 00:00:00
756,6512,0.8,2.8,67,14.1,60.6,2004-12-07 06:00:00
757,6612,1.0,4.3,107,7.8,47.4,2004-12-11 06:00:00
758,3239,2.8,19.1,131,35.8,24.1,2004-07-23 19:00:00
760,1097,1.0,2.5,56,16.6,38.6,2004-04-25 10:00:00
761,8887,0.6,1.7,97,9.0,65.4,2005-03-16 04:00:00
762,8177,1.6,6.6,139,8.8,31.2,2005-02-14 23:00:00
763,6694,4.4,21.7,206,12.9,54.1,2004-12-14 12:00:00
764,7954,1.0,3.4,128,9.2,34.5,2005-02-05 12:00:00
765,5140,1.9,9.0,68,24.8,59.6,2004-10-10 11:00:00
768,613,1.6,7.3,92,17.0,53.9,2004-04-05 23:00:00
769,1660,4.4,22.7,160,27.5,24.7,2004-05-18 18:00:00
770,1145,2.0,12.0,95,25.4,24.2,2004-04-27 14:00:00
772,1390,2.0,8.0,97,13.4,65.2,2004-05-07 21:00:00
773,7213,1.8,8.1,110,7.5,71.7,2005-01-05 06:00:00
774,6137,0.8,6.8,148,10.3,34.2,2004-11-21 11:00:00
777,8589,2.3,8.7,161,4.6,82.5,2005-03-03 22:00:00
778,8417,1.7,7.4,195,6.7,76.2,2005-02-24 13:00:00
779,4008,1.3,5.7,62,27.5,50.4,2004-08-24 21:00:00
780,7471,0.8,2.2,89,11.1,33.4,2005-01-16 12:00:00
782,749,2.9,11.6,125,12.3,55.5,2004-04-10 22:00:00
783,6782,2.1,9.9,132,11.9,21.3,2004-12-18 19:00:00
785,6780,1.2,4.6,102,12.4,19.6,2004-12-18 18:00:00
786,7995,1.6,4.5,165,6.0,38.0,2005-02-06 19:00:00
787,2369,2.1,9.9,95,20.9,51.0,2004-06-17 01:00:00
788,2518,3.6,20.7,159,32.5,25.3,2004-06-23 17:00:00
789,5686,5.9,31.5,127,25.4,50.7,2004-11-02 16:00:00
791,2399,2.2,13.8,107,24.7,47.7,2004-06-18 23:00:00
792,7316,2.0,8.7,145,16.1,52.8,2005-01-09 16:00:00
793,7564,1.0,6.7,127,9.9,81.0,2005-01-19 01:00:00
794,5473,2.5,11.8,99,25.0,50.1,2004-10-24 17:00:00
796,4838,1.5,8.3,111,19.8,47.7,2004-09-28 22:00:00
798,8222,1.1,4.5,142,3.3,52.2,2005-02-16 04:00:00
801,3785,0.8,3.4,60,33.8,21.9,2004-08-15 18:00:00
802,5111,3.5,17.3,107,26.2,51.7,2004-10-09 20:00:00
803,1109,2.7,11.7,100,17.8,30.3,2004-04-25 19:00:00
805,1925,2.7,13.7,112,19.0,38.2,2004-05-29 23:00:00
807,6645,3.0,11.7,132,8.6,54.3,2004-12-12 00:00:00
808,2905,2.3,11.8,125,23.0,46.2,2004-07-09 23:00:00
809,2543,2.1,11.1,103,33.3,23.9,2004-06-24 18:00:00
813,5929,2.6,12.9,140,17.0,57.5,2004-11-12 17:00:00
814,8741,5.3,25.3,207,12.8,46.2,2005-03-09 19:00:00
815,7767,0.6,1.2,51,3.6,48.0,2005-01-28 04:00:00
817,5393,3.3,17.7,103,25.2,53.3,2004-10-21 12:00:00
820,7774,1.6,5.1,167,4.2,49.5,2005-01-28 15:00:00
822,6161,1.7,13.9,130,7.7,71.1,2004-11-22 23:00:00
823,6982,1.6,6.0,117,11.6,80.0,2004-12-26 01:00:00
824,3748,1.6,8.6,80,26.0,61.9,2004-08-13 07:00:00
825,2866,0.6,6.2,62,27.5,34.6,2004-07-08 06:00:00
826,2154,2.4,16.5,130,37.5,18.1,2004-06-08 14:00:00
827,2816,0.7,4.1,60,23.3,48.4,2004-07-06 02:00:00
828,7721,0.1,3.2,134,4.5,48.4,2005-01-26 11:00:00
829,8348,2.0,7.0,210,6.2,77.4,2005-02-21 11:00:00
830,7967,1.6,5.3,166,5.5,49.0,2005-02-05 00:00:00
831,2841,0.8,5.1,69,25.7,33.9,2004-07-07 02:00:00
832,7961,1.3,4.4,149,1.0,67.7,2005-02-05 05:00:00
833,7958,1.0,4.2,121,9.3,33.8,2005-02-05 13:00:00
834,3778,0.4,2.4,27,22.5,61.8,2004-08-15 05:00:00
835,3034,0.7,5.7,64,21.1,47.1,2004-07-15 06:00:00
836,5956,3.7,17.5,192,20.3,46.7,2004-11-13 12:00:00
837,7915,3.5,15.5,333,8.5,39.7,2005-02-03 11:00:00
839,7294,3.4,13.6,169,13.3,63.6,2005-01-08 21:00:00
840,7592,1.6,5.6,110,6.8,56.4,2005-01-21 01:00:00
842,7508,3.2,17.0,182,12.4,28.3,2005-01-17 15:00:00
843,3676,2.6,14.8,81,28.5,48.5,2004-08-10 09:00:00
844,3580,2.3,13.6,72,22.0,75.9,2004-08-06 07:00:00
846,1982,1.6,13.5,73,25.7,43.8,2004-06-01 14:00:00
847,5648,1.5,8.7,51,19.1,75.6,2004-11-01 08:00:00
850,8582,1.5,5.4,151,6.0,70.1,2005-03-03 15:00:00
851,7991,1.8,4.7,173,4.0,39.2,2005-02-06 00:00:00
852,5900,3.4,14.3,184,12.5,73.2,2004-11-11 15:00:00
855,824,0.7,2.7,60,11.1,63.2,2004-04-14 02:00:00
857,1538,4.5,20.2,148,20.3,44.4,2004-05-13 18:00:00
858,9154,1.0,3.3,78,16.6,63.0,2005-03-27 02:00:00
859,6090,5.0,14.8,222,18.3,52.3,2004-11-19 15:00:00
860,6786,2.3,11.4,146,9.4,27.4,2004-12-18 23:00:00
863,5874,1.9,7.8,175,9.5,70.0,2004-11-10 13:00:00
864,8941,1.4,5.9,150,12.4,52.2,2005-03-18 00:00:00
865,6652,5.0,22.0,178,14.3,45.8,2004-12-12 17:00:00
868,2695,0.6,3.2,40,24.9,54.6,2004-07-01 04:00:00
871,9124,4.9,24.3,174,20.4,51.9,2005-03-25 18:00:00
874,1582,2.3,11.0,117,23.8,27.1,2004-05-15 18:00:00
875,6592,2.6,8.0,147,12.7,21.3,2004-12-10 21:00:00
876,8014,1.7,6.9,187,10.5,27.8,2005-02-07 17:00:00
878,2726,3.0,17.3,161,31.4,18.5,2004-07-02 19:00:00
881,8698,1.2,3.1,147,2.0,53.5,2005-03-08 02:00:00
882,6178,0.8,8.8,113,8.0,76.2,2004-11-23 02:00:00
883,7319,2.5,9.6,151,14.4,58.2,2005-01-09 21:00:00
885,2693,4.9,27.8,207,33.5,38.0,2004-06-30 18:00:00
886,6552,2.6,10.3,119,16.2,54.5,2004-12-08 18:00:00
888,6441,1.7,6.8,71,11.4,81.1,2004-12-04 05:00:00
889,3885,1.2,6.5,47,32.5,39.4,2004-08-19 10:00:00
890,8877,2.9,14.2,172,22.8,24.6,2005-03-15 17:00:00
891,1929,0.1,2.8,46,29.8,18.4,2004-05-30 14:00:00
892,2182,3.4,18.6,162,30.7,32.2,2004-06-09 20:00:00
894,783,0.8,2.7,74,10.6,56.1,2004-04-12 21:00:00
895,1725,2.0,13.0,110,32.8,19.5,2004-05-21 15:00:00
898,4059,0.5,2.8,45,23.7,46.7,2004-08-26 05:00:00
899,2490,2.1,12.6,109,30.4,26.4,2004-06-22 11:00:00
902,2380,3.7,22.1,154,25.2,43.0,2004-06-17 09:00:00
903,1224,4.4,19.5,133,19.1,61.1,2004-04-30 20:00:00
904,8327,1.1,3.3,107,8.4,61.0,2005-02-20 15:00:00
906,5680,4.4,25.2,112,20.8,57.9,2004-11-02 09:00:00
907,2765,2.3,14.4,120,23.2,43.9,2004-07-03 08:00:00
909,567,2.0,9.5,91,13.3,61.7,2004-04-03 07:00:00
911,8690,1.8,6.5,181,3.9,43.5,2005-03-07 23:00:00
912,5711,3.2,16.3,107,25.1,47.6,2004-11-03 17:00:00
913,3719,1.6,7.9,46,27.3,57.8,2004-08-12 00:00:00
916,7306,0.7,1.9,60,13.8,60.5,2005-01-09 09:00:00
917,4601,1.4,6.6,83,25.4,34.8,2004-09-18 10:00:00
919,7801,1.3,3.1,134,3.1,48.1,2005-01-29 19:00:00
922,2216,0.6,3.5,65,24.8,37.8,2004-06-11 02:00:00
923,6024,2.8,13.2,171,11.8,44.3,2004-11-16 21:00:00
925,6006,0.4,0.7,32,11.1,40.8,2004-11-16 04:00:00
927,7534,4.2,21.7,184,6.4,82.9,2005-01-18 20:00:00
928,1170,2.9,16.2,121,28.4,26.0,2004-04-28 16:00:00
931,1922,1.1,6.8,103,18.5,48.7,2004-05-29 01:00:00
932,2740,2.9,17.0,147,29.3,40.0,2004-07-02 09:00:00
934,2821,2.1,12.8,108,28.8,25.1,2004-07-06 22:00:00
938,3227,1.3,8.8,72,27.7,40.5,2004-07-23 01:00:00
939,7594,1.8,5.8,119,8.0,52.2,2005-01-21 00:00:00
944,9041,1.7,8.4,113,22.9,29.2,2005-03-22 17:00:00
946,7828,1.7,4.1,164,4.6,33.8,2005-01-30 21:00:00
947,5794,0.7,2.0,57,16.6,38.2,2004-11-07 10:00:00
950,9206,1.5,5.0,100,14.3,68.5,2005-03-29 00:00:00
952,3107,0.4,4.2,62,37.9,15.0,2004-07-18 12:00:00
953,7155,2.9,10.5,167,8.9,54.8,2005-01-02 19:00:00
954,7293,3.4,14.7,126,6.8,77.9,2005-01-08 09:00:00
955,8846,0.3,5.3,123,9.9,68.9,2005-03-14 02:00:00
956,8826,0.3,5.0,102,19.7,37.1,2005-03-13 16:00:00
957,3873,0.5,2.4,12,27.5,53.0,2004-08-19 05:00:00
958,2643,3.2,20.7,119,23.6,47.3,2004-06-28 07:00:00
959,2402,2.5,15.6,141,33.3,27.8,2004-06-18 11:00:00
961,2391,1.7,10.2,98,25.2,46.6,2004-06-18 22:00:00
963,2705,2.0,12.2,114,37.6,26.9,2004-07-01 13:00:00
964,4619,1.2,6.2,64,19.6,56.6,2004-09-19 02:00:00
965,4543,0.6,4.5,42,19.1,76.0,2004-09-16 04:00:00
968,4790,0.9,4.0,59,22.3,30.4,2004-09-26 13:00:00
969,1940,0.4,5.4,64,21.4,36.9,2004-05-30 23:00:00
970,8187,2.5,9.5,193,10.3,45.4,2005-02-14 09:00:00
971,1689,0.5,3.1,59,18.4,51.7,2004-05-20 02:00:00
974,7494,0.5,1.0,79,2.6,58.6,2005-01-17 05:00:00
976,2298,1.2,5.5,73,23.9,42.1,2004-06-14 11:00:00
978,8383,0.6,1.0,66,4.2,75.9,2005-02-23 06:00:00
979,6886,2.3,8.7,161,7.8,42.0,2004-12-22 10:00:00
980,7426,1.3,4.5,90,7.1,73.5,2005-01-14 02:00:00
982,8206,1.5,6.7,196,6.1,39.9,2005-02-15 08:00:00
983,2685,3.5,17.6,158,31.9,33.7,2004-06-30 20:00:00
984,2183,2.8,18.6,174,37.2,23.2,2004-06-09 12:00:00
985,1174,3.4,18.4,155,24.2,33.8,2004-04-28 10:00:00
986,1682,3.8,21.1,151,24.7,31.5,2004-05-19 19:00:00
988,2749,0.7,5.9,69,20.5,49.3,2004-07-03 06:00:00
990,1573,1.4,8.3,81,28.2,19.4,2004-05-15 15:00:00
991,1284,1.1,5.3,70,19.5,57.1,2004-05-03 22:00:00
992,3684,1.4,6.6,65,38.7,25.8,2004-08-11 16:00:00
994,6889,3.9,13.6,178,6.4,36.5,2004-12-22 19:00:00
995,5663,2.6,13.9,88,25.1,56.0,2004-11-01 11:00:00
996,1257,0.8,4.8,46,14.3,66.2,2004-05-02 07:00:00
997,6796,3.3,15.7,153,12.6,54.0,2004-12-18 10:00:00
999,3621,1.5,7.4,69,25.7,54.1,2004-08-08 00:00:00
1000,8607,1.9,7.5,139,3.1,77.3,2005-03-04 07:00:00
1002,1193,3.8,22.3,129,24.9,29.9,2004-04-29 13:00:00
1003,2253,1.6,9.6,91,35.1,21.8,2004-06-12 13:00:00
1004,8628,1.1,4.3,128,3.1,68.6,2005-03-05 06:00:00
1005,1761,1.0,4.2,57,27.7,25.8,2004-05-23 13:00:00
1006,1343,3.0,14.6,103,17.1,61.5,2004-05-05 18:00:00
1008,3291,1.6,6.3,90,28.8,41.3,2004-07-25 19:00:00
1009,2676,1.9,10.4,143,38.5,22.4,2004-06-30 15:00:00
1010,6470,1.2,3.4,96,12.3,71.2,2004-12-05 02:00:00
1011,9080,0.4,2.2,76,12.4,58.3,2005-03-24 05:00:00
1012,755,0.9,3.0,52,8.2,66.6,2004-04-11 07:00:00
1013,1169,2.4,15.7,108,28.1,26.9,2004-04-28 13:00:00
1014,5973,0.6,1.3,59,9.6,44.2,2004-11-14 16:00:00
1018,3645,1.6,8.3,71,34.3,31.5,2004-08-09 12:00:00
1019,3240,2.4,15.5,133,34.2,28.5,2004-07-23 10:00:00
1023,6654,0.7,1.8,64,6.4,63.3,2004-12-13 05:00:00
1026,3807,0.9,5.4,68,21.3,47.0,2004-08-16 06:00:00
1030,4875,5.2,28.6,170,19.0,47.8,2004-09-29 09:00:00
1032,2983,0.5,2.0,50,18.4,53.4,2004-07-13 02:00:00
1033,6884,2.2,7.6,144,5.6,42.0,2004-12-22 01:00:00
1034,2538,1.5,7.2,83,31.1,32.4,2004-06-24 11:00:00
1036,7728,0.6,4.4,163,3.5,47.5,2005-01-26 09:00:00
1037,2663,2.8,15.2,148,35.5,27.4,2004-06-29 12:00:00
1038,2596,2.4,14.0,129,24.5,34.3,2004-06-26 09:00:00
1039,6334,2.6,12.8,121,18.6,49.3,2004-11-29 14:00:00
1040,3265,1.7,10.0,79,26.6,50.8,2004-07-24 08:00:00
1041,2875,2.9,16.9,137,32.2,27.6,2004-07-08 21:00:00
1043,6689,1.9,8.2,97,6.9,76.1,2004-12-14 02:00:00
1044,3694,1.6,8.0,69,37.4,29.9,2004-08-11 17:00:00
1046,8823,0.1,3.1,113,12.3,56.0,2005-03-13 01:00:00
1047,8451,4.2,17.8,190,8.3,67.4,2005-02-25 10:00:00
1048,1289,2.0,10.9,102,23.9,30.7,2004-05-03 11:00:00
1049,2376,2.8,15.4,124,31.4,30.3,2004-06-17 17:00:00
1052,2692,4.2,24.5,226,38.8,24.2,2004-06-30 17:00:00
1053,5752,2.0,16.3,75,16.2,70.1,2004-11-05 08:00:00
1054,730,1.4,6.9,89,21.4,22.7,2004-04-10 15:00:00
1055,6181,1.3,11.6,121,7.9,72.5,2004-11-23 00:00:00
1056,2659,2.5,14.4,115,30.5,42.3,2004-06-29 21:00:00
1057,7985,1.2,3.5,135,11.1,23.5,2005-02-06 13:00:00
1058,3146,2.3,16.6,112,22.9,43.0,2004-07-19 07:00:00
1059,7582,2.8,13.0,150,8.7,48.3,2005-01-20 21:00:00
1060,9202,1.0,2.9,83,14.7,66.4,2005-03-29 01:00:00
1061,1751,2.2,14.6,94,19.3,48.3,2004-05-22 08:00:00
1063,3604,1.9,10.9,96,30.6,41.9,2004-08-07 10:00:00
1064,1122,1.5,5.3,89,16.4,40.8,2004-04-26 22:00:00
1065,2886,0.4,2.3,40,27.4,42.2,2004-07-09 04:00:00
1066,9193,1.6,5.5,111,20.8,50.4,2005-03-28 11:00:00
1068,3275,0.7,2.3,37,31.2,36.3,2004-07-25 16:00:00
1069,5630,1.3,5.7,64,19.3,74.1,2004-10-31 09:00:00
1070,3711,1.3,7.0,67,37.1,27.2,2004-08-12 17:00:00
1072,1590,0.4,2.2,45,13.5,50.1,2004-05-16 05:00:00
1075,5980,1.2,3.0,99,8.4,55.7,2004-11-14 19:00:00
1076,1317,3.0,11.8,110,16.6,70.8,2004-05-04 21:00:00
1079,4699,2.6,15.3,141,30.2,32.9,2004-09-22 15:00:00
1080,1124,1.4,6.0,77,20.7,31.6,2004-04-26 15:00:00
1081,1908,0.6,4.0,77,18.9,42.1,2004-05-29 08:00:00
1082,3576,2.6,14.4,120,33.5,36.0,2004-08-06 12:00:00
1083,1117,1.3,5.2,78,18.8,31.7,2004-04-26 11:00:00
1084,2980,3.6,17.2,112,21.3,49.7,2004-07-12 08:00:00
1085,6962,5.5,18.1,178,11.4,62.9,2004-12-25 13:00:00
1086,7358,3.0,16.1,149,13.6,56.4,2005-01-11 13:00:00
1087,5433,1.0,6.0,51,19.1,70.0,2004-10-23 02:00:00
1088,1098,1.4,4.7,76,19.6,24.9,2004-04-25 17:00:00
1090,4608,1.5,7.5,109,23.5,40.6,2004-09-18 21:00:00
1091,659,0.9,4.0,67,15.7,45.9,2004-04-07 00:00:00
1093,6027,4.3,16.4,212,14.5,33.8,2004-11-16 10:00:00
1094,6275,2.1,9.2,110,12.8,80.8,2004-11-27 07:00:00
1096,7578,2.6,12.6,150,14.4,28.9,2005-01-20 13:00:00
1097,6132,0.5,5.6,132,3.2,57.0,2004-11-21 09:00:00
1098,6050,4.3,22.0,254,12.4,56.8,2004-11-17 20:00:00
1102,5765,8.1,45.0,180,23.0,54.2,2004-11-05 17:00:00
1104,8036,1.5,4.4,156,13.6,20.0,2005-02-08 16:00:00
1105,5105,2.7,14.2,94,29.4,42.9,2004-10-09 16:00:00
1106,3125,1.6,11.7,102,29.0,27.0,2004-07-18 22:00:00
1109,8802,0.7,7.6,146,17.5,34.1,2005-03-12 17:00:00
1110,8778,1.1,10.2,156,18.8,31.5,2005-03-11 16:00:00
1111,2931,1.4,8.0,97,23.4,43.2,2004-07-10 22:00:00
1112,6987,2.3,9.1,137,13.5,67.1,2004-12-26 18:00:00
1113,5938,1.0,3.7,71,15.8,59.9,2004-11-13 05:00:00
1114,3047,3.6,20.5,183,33.7,20.0,2004-07-15 18:00:00
1115,6153,0.1,4.2,108,3.7,57.9,2004-11-22 06:00:00
1116,6961,4.5,15.8,127,10.4,82.5,2004-12-25 22:00:00
1117,8917,1.9,8.6,147,26.2,19.4,2005-03-17 17:00:00
1118,5823,1.3,4.5,117,12.4,44.1,2004-11-08 11:00:00
1119,1896,2.1,12.5,105,23.6,41.0,2004-05-28 17:00:00
