,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
13775,None,285.58,0.0,0.0,90,Clouds,overcast clouds,4/19/2014 12:00,4366,medium
29822,None,257.49,0.0,0.0,40,Clouds,scattered clouds,1/6/2017 17:00,5790,high
22300,None,274.93,0.0,0.0,90,Mist,mist,4/7/2016 9:00,5303,high
2941,None,257.93,0.0,0.0,1,Clear,sky is clear,1/15/2013 1:00,325,very low
25139,None,293.13,0.0,0.0,1,Fog,fog,7/22/2016 6:00,4864,high
4368,None,269.78,0.0,0.0,90,Clouds,overcast clouds,3/18/2013 22:00,1346,very low
48151,None,278.09,0.0,0.0,20,Clouds,few clouds,9/28/2018 22:00,2713,low
38784,None,267.79,0.0,0.0,75,Snow,light snow,11/9/2017 5:00,2966,medium
45840,None,290.98,0.0,0.0,1,Fog,fog,7/14/2018 6:00,1422,very low
11884,None,265.11,0.76,0.0,75,Rain,light rain,1/30/2014 13:00,3455,medium
10540,None,259.09,0.0,0.0,64,Snow,light snow,12/9/2013 3:00,307,very low
42746,None,272.89,0.0,0.0,1,Clear,sky is clear,3/29/2018 22:00,3691,medium
15205,None,296.15,0.0,0.0,1,Clear,sky is clear,7/2/2014 17:00,6164,very high
13732,None,278.13,0.91,0.0,40,Rain,light rain,4/17/2014 17:00,6347,very high
43874,None,288.02,0.0,0.0,40,Clouds,scattered clouds,5/7/2018 3:00,326,very low
21280,None,262.57,0.0,0.0,90,Snow,light snow,2/14/2016 9:00,3628,medium
21842,None,277.66,0.0,0.0,90,Drizzle,drizzle,3/16/2016 9:00,5422,high
24401,None,297.5,0.0,0.0,48,Clouds,scattered clouds,6/23/2016 15:00,5795,high
35270,None,297.21,0.0,0.0,90,Thunderstorm,proximity thunderstorm,7/12/2017 2:00,281,very low
6125,None,286.91,0.0,0.0,90,Mist,mist,5/18/2013 17:00,4813,high
19914,None,280.01,0.0,0.0,75,Clouds,broken clouds,12/10/2015 2:00,287,very low
37264,None,286.01,0.0,0.0,90,Rain,heavy intensity rain,9/18/2017 15:00,5430,high
11274,None,276.793,0.0,0.0,64,Clouds,broken clouds,1/6/2014 21:00,1200,very low
31881,None,276.49,0.0,0.0,1,Clear,sky is clear,3/19/2017 23:00,1049,very low
28720,None,275.03,0.0,0.0,90,Drizzle,drizzle,12/1/2016 2:00,257,very low
47715,None,297.83,0.0,0.0,1,Clear,sky is clear,9/15/2018 23:00,2123,low
32071,None,276.55,0.0,0.0,90,Drizzle,drizzle,3/26/2017 1:00,894,very low
35552,None,296.72,0.0,0.0,90,Rain,light rain,7/21/2017 13:00,5096,high
46421,None,294.81,0.0,0.0,90,Rain,moderate rain,8/4/2018 9:00,3477,medium
44517,None,291.77,0.0,0.0,1,Mist,mist,5/30/2018 6:00,6046,very high
14877,None,295.53,0.0,0.0,1,Clear,sky is clear,6/3/2014 19:00,3361,medium
42786,None,272.72,0.0,0.0,90,Snow,snow,3/31/2018 5:00,588,very low
4110,None,268.62,0.0,0.0,90,Snow,snow,3/6/2013 7:00,6157,very high
8548,None,299.5,0.0,0.0,44,Clouds,scattered clouds,8/20/2013 20:00,3190,medium
12302,None,267.0,0.0,0.0,90,Clouds,overcast clouds,2/16/2014 23:00,978,very low
33978,None,282.08,0.0,0.0,90,Clouds,overcast clouds,5/24/2017 8:00,6042,very high
29849,None,256.65,0.0,0.0,5,Clear,sky is clear,1/7/2017 20:00,2751,low
40991,None,271.72,0.0,0.0,1,Mist,mist,1/26/2018 3:00,480,very low
4226,None,274.83,0.0,0.0,90,Fog,fog,3/10/2013 22:00,2462,low
6549,None,290.88,0.0,0.0,90,Rain,heavy intensity rain,5/31/2013 2:00,339,very low
3133,None,255.5,0.0,0.0,90,Clouds,overcast clouds,1/23/2013 18:00,4584,high
20309,None,267.8,0.0,0.0,90,Mist,mist,12/30/2015 10:00,4192,medium
26238,None,296.47,0.0,0.0,1,Clear,sky is clear,9/1/2016 17:00,5710,high
32826,None,281.69,0.0,0.0,90,Clouds,overcast clouds,4/19/2017 0:00,667,very low
29009,None,264.22,0.0,0.0,90,Mist,mist,12/11/2016 5:00,435,very low
23860,None,290.51,0.0,0.0,90,Clouds,overcast clouds,6/1/2016 19:00,3538,medium
23779,None,290.29,0.0,0.0,1,Clear,sky is clear,5/29/2016 22:00,2548,low
11116,None,249.66,0.0,0.0,90,Clouds,overcast clouds,12/31/2013 7:00,4232,medium
44840,None,294.28,0.0,0.0,75,Clouds,broken clouds,6/9/2018 22:00,2863,low
45921,None,294.69,0.0,0.0,1,Clear,sky is clear,7/17/2018 10:00,4346,medium
23163,None,286.79,1.52,0.0,90,Rain,heavy intensity rain,5/9/2016 16:00,6334,very high
12630,None,254.53,0.0,0.0,1,Clear,sky is clear,3/2/2014 12:00,3838,medium
15240,None,292.74,0.0,0.0,1,Clear,sky is clear,7/5/2014 4:00,319,very low
35191,None,290.4,0.0,0.0,1,Clear,sky is clear,7/9/2017 3:00,370,very low
23631,None,295.45,0.0,0.0,20,Clouds,few clouds,5/25/2016 20:00,3140,medium
43831,None,297.15,0.0,0.0,75,Clouds,broken clouds,5/5/2018 13:00,4730,high
8032,None,288.55,0.0,0.0,32,Clouds,scattered clouds,7/29/2013 22:00,1736,low
6194,None,292.08,0.0,0.0,90,Thunderstorm,thunderstorm with light rain,5/20/2013 7:00,6136,very high
5218,None,275.11,0.0,0.0,75,Clouds,broken clouds,4/18/2013 0:00,590,very low
40013,None,261.22,0.0,0.0,1,Clear,sky is clear,12/23/2017 7:00,1390,very low
760,None,273.5,0.0,0.0,1,Clear,sky is clear,10/30/2012 3:00,352,very low
12910,None,276.22,0.0,0.0,75,Clouds,broken clouds,3/14/2014 10:00,4702,high
27502,None,273.601,0.0,0.0,0,Clear,Sky is Clear,10/22/2016 5:00,795,very low
8216,None,290.54,0.0,0.0,92,Thunderstorm,proximity thunderstorm with rain,8/6/2013 2:00,292,very low
8855,None,303.78,0.0,0.0,0,Clear,Sky is Clear,9/9/2013 15:00,5957,very high
1309,None,284.64,0.0,0.0,40,Clouds,scattered clouds,11/19/2012 18:00,4239,medium
39186,None,267.55,0.0,0.0,1,Clear,sky is clear,11/23/2017 6:00,834,very low
2603,None,262.54,0.0,0.0,90,Haze,haze,1/2/2013 17:00,5191,high
39144,None,269.69,0.0,0.0,40,Snow,light snow,11/21/2017 12:00,5069,high
18590,None,298.21,0.0,0.0,1,Clear,sky is clear,9/25/2015 16:00,6448,very high
9637,None,278.48,0.0,0.0,90,Clouds,overcast clouds,10/24/2013 14:00,5741,high
19468,None,273.41,0.0,0.0,1,Clear,sky is clear,11/14/2015 2:00,609,very low
46122,None,290.69,0.0,0.0,1,Clear,sky is clear,7/24/2018 4:00,891,very low
10091,None,258.38,0.0,0.0,1,Clear,sky is clear,11/24/2013 0:00,1184,very low
38831,None,270.61,0.0,0.0,90,Clouds,overcast clouds,11/11/2017 3:00,541,very low
918,None,280.56,0.0,0.0,46,Clear,sky is clear,11/5/2012 17:00,6134,very high
16141,None,289.81,0.3,0.0,1,Rain,light rain,6/30/2015 7:00,6063,very high
7809,None,301.13,0.0,0.0,88,Clouds,overcast clouds,7/20/2013 15:00,4782,high
6244,None,289.89,0.0,0.0,90,Mist,mist,5/21/2013 8:00,6186,very high
26244,None,288.58,0.0,0.0,1,Clear,sky is clear,9/1/2016 23:00,1273,very low
11012,None,271.94,0.0,0.0,64,Clouds,broken clouds,12/27/2013 11:00,4555,high
19366,None,279.42,0.0,0.0,1,Clear,sky is clear,11/7/2015 18:00,4209,medium
6291,None,286.93,0.0,0.0,90,Rain,moderate rain,5/22/2013 16:00,6702,very high
48068,None,283.94,0.25,0.0,90,Rain,light rain,9/25/2018 14:00,4973,high
36025,None,285.48,0.0,0.0,1,Mist,mist,8/7/2017 7:00,6357,very high
26128,None,301.13,0.0,0.0,40,Clouds,scattered clouds,8/28/2016 17:00,3793,medium
30094,None,261.23,0.0,0.0,1,Mist,mist,1/16/2017 8:00,3716,medium
43664,None,277.65,0.0,0.0,1,Clear,sky is clear,4/29/2018 4:00,280,very low
45036,None,298.22,0.0,0.0,40,Rain,light rain,6/17/2018 5:00,552,very low
15050,None,291.85,0.0,0.0,1,Clear,sky is clear,6/9/2014 21:00,2650,low
40902,None,265.48,0.0,0.0,75,Clouds,broken clouds,1/23/2018 9:00,3337,medium
47698,None,294.95,0.25,0.0,20,Rain,light rain,9/15/2018 7:00,2117,low
45773,None,296.58,0.0,0.0,75,Rain,heavy intensity rain,7/12/2018 19:00,3237,medium
36032,None,294.14,0.0,0.0,5,Haze,haze,8/7/2017 11:00,4505,high
27727,None,287.007,0.0,0.0,92,Rain,light rain,10/31/2016 15:00,5500,high
7361,None,299.16,0.0,0.0,75,Clouds,broken clouds,7/1/2013 18:00,4646,high
45124,None,290.75,0.0,0.0,90,Drizzle,drizzle,6/19/2018 9:00,4792,high
22575,None,286.29,0.0,0.0,90,Rain,light rain,4/19/2016 15:00,6082,very high
8125,None,286.25,0.0,0.0,0,Clear,Sky is Clear,8/2/2013 4:00,779,very low
11467,None,266.15,0.0,0.0,90,Snow,light snow,1/14/2014 11:00,3454,medium
21736,None,291.15,0.0,0.0,75,Clouds,broken clouds,3/12/2016 18:00,4836,high
42467,None,271.62,0.0,0.0,90,Clouds,overcast clouds,3/20/2018 5:00,2867,low
19935,None,276.15,0.0,0.0,90,Clouds,overcast clouds,12/11/2015 12:00,5542,high
15074,None,296.58,0.0,0.0,12,Thunderstorm,thunderstorm with light rain,6/11/2014 22:00,2105,low
3969,None,271.04,0.0,0.0,90,Clouds,overcast clouds,2/28/2013 6:00,5853,very high
22842,None,282.81,2.96,0.0,90,Rain,moderate rain,4/27/2016 17:00,6237,very high
37733,None,284.23,0.0,0.0,5,Clear,sky is clear,10/4/2017 20:00,2987,medium
17504,None,291.24,1.91,0.0,90,Drizzle,drizzle,8/18/2015 19:00,3221,medium
5188,None,276.78,0.0,0.0,90,Clouds,overcast clouds,4/16/2013 17:00,6407,very high
16136,None,289.61,0.25,0.0,1,Rain,light rain,6/30/2015 4:00,911,very low
43673,None,289.46,0.0,0.0,1,Clear,sky is clear,4/29/2018 13:00,4828,high
13897,None,278.61,0.65,0.0,90,Rain,light rain,4/24/2014 14:00,5432,high
42071,None,274.55,0.0,0.0,90,Thunderstorm,proximity thunderstorm,3/5/2018 11:00,3611,medium
22779,None,284.41,0.51,0.0,40,Drizzle,drizzle,4/25/2016 4:00,830,very low
7162,None,296.58,0.0,0.0,0,Clear,Sky is Clear,6/23/2013 21:00,2842,low
30289,None,275.34,0.0,0.0,90,Fog,fog,1/20/2017 17:00,5804,high
24278,None,298.36,0.0,0.0,92,Rain,light rain,6/18/2016 12:00,5500,high
29894,None,267.22,0.0,0.0,90,Mist,mist,1/9/2017 14:00,4068,medium
29299,None,272.61,0.0,0.0,1,Clear,sky is clear,12/20/2016 6:00,5446,high
5076,None,271.13,0.0,0.0,90,Snow,snow,4/13/2013 4:00,366,very low
36836,None,290.68,0.0,0.0,75,Haze,haze,9/2/2017 4:00,419,very low
31469,None,269.75,0.0,0.0,90,Mist,mist,3/3/2017 22:00,2448,low
2284,None,265.51,0.0,0.0,20,Clouds,few clouds,12/21/2012 19:00,3725,medium
24716,None,290.53,0.0,0.0,40,Mist,mist,7/6/2016 3:00,341,very low
25561,None,301.49,0.0,0.0,56,Clouds,broken clouds,8/7/2016 15:00,4673,high
1074,None,279.87,0.0,0.0,90,Mist,mist,11/11/2012 1:00,922,very low
7728,None,297.63,0.0,0.0,20,Clouds,few clouds,7/17/2013 1:00,434,very low
4219,None,275.36,0.0,0.0,90,Drizzle,light intensity drizzle,3/10/2013 19:00,2743,low
46506,None,297.981,0.0,0.0,44,Clouds,scattered clouds,8/7/2018 10:00,4416,high
37867,None,284.65,0.0,0.0,20,Clouds,few clouds,10/8/2017 9:00,2778,low
39486,None,278.16,0.0,0.0,90,Mist,mist,12/4/2017 19:00,3092,medium
46363,None,289.48,0.0,0.0,90,Clouds,overcast clouds,8/2/2018 11:00,4652,high
35732,None,301.36,0.0,0.0,40,Clouds,scattered clouds,7/27/2017 16:00,6529,very high
39825,None,270.84,0.0,0.0,75,Mist,mist,12/16/2017 13:00,4743,high
16213,None,292.11,0.0,0.0,1,Clear,sky is clear,7/3/2015 9:00,3227,medium
37783,None,286.57,0.0,0.0,90,Mist,mist,10/6/2017 11:00,5043,high
40085,None,251.86,0.0,0.0,1,Clear,sky is clear,12/26/2017 1:00,326,very low
4802,None,282.29,0.0,0.0,1,Clear,sky is clear,4/5/2013 14:00,5855,very high
34131,None,285.22,0.0,0.0,90,Rain,light rain,5/30/2017 10:00,4452,high
6748,None,287.17,0.84,0.0,24,Mist,mist,6/6/2013 18:00,4919,high
30836,None,269.47,0.0,0.0,90,Mist,mist,2/7/2017 9:00,4140,medium
21664,None,286.15,0.0,0.0,1,Clear,sky is clear,3/8/2016 0:00,529,very low
10793,None,264.39,0.0,0.0,64,Clouds,broken clouds,12/19/2013 10:00,4865,high
36816,None,293.79,0.0,0.0,40,Haze,haze,9/1/2017 15:00,6062,very high
23382,None,286.28,0.0,0.0,75,Clouds,broken clouds,5/15/2016 23:00,1572,low
40944,None,269.02,0.0,0.0,90,Mist,mist,1/25/2018 1:00,345,very low
22420,None,279.15,0.0,0.0,90,Clouds,overcast clouds,4/13/2016 0:00,689,very low
42086,None,271.93,0.0,0.0,90,Snow,heavy snow,3/5/2018 18:00,1389,very low
42739,None,275.36,0.0,0.0,1,Snow,light snow,3/29/2018 15:00,6040,very high
13880,None,278.58,1.12,0.0,90,Rain,moderate rain,4/23/2014 21:00,2308,low
40905,None,266.65,0.0,0.0,1,Clear,sky is clear,1/23/2018 12:00,3506,medium
4069,None,270.59,0.0,0.0,90,Clouds,overcast clouds,3/4/2013 23:00,2298,low
22188,None,273.29,0.0,0.0,1,Clear,sky is clear,4/1/2016 21:00,3085,medium
12892,None,281.78,0.0,0.0,20,Clouds,few clouds,3/13/2014 16:00,6598,very high
19923,None,279.58,0.0,0.0,90,Rain,moderate rain,12/10/2015 14:00,5444,high
30865,None,255.09,0.0,0.0,40,Clouds,scattered clouds,2/8/2017 8:00,6115,very high
6138,None,286.63,0.0,0.0,40,Mist,mist,5/19/2013 3:00,402,very low
20736,None,267.22,0.0,0.0,90,Haze,haze,1/21/2016 1:00,335,very low
22161,None,277.79,0.0,0.0,90,Rain,light rain,3/31/2016 10:00,4733,high
15590,None,292.47,0.0,0.0,75,Clouds,broken clouds,7/18/2014 9:00,5325,high
25917,None,287.47,0.0,0.0,1,Clear,sky is clear,8/22/2016 6:00,5406,high
17701,None,288.59,0.0,0.0,90,Clouds,overcast clouds,8/24/2015 23:00,1037,very low
1171,None,267.75,0.0,0.0,1,Clear,sky is clear,11/13/2012 22:00,1563,low
11753,None,259.29,0.0,0.0,64,Clouds,broken clouds,1/25/2014 15:00,4762,high
23033,None,291.49,0.0,0.0,1,Clear,sky is clear,5/4/2016 15:00,5769,high
32572,None,274.0,0.0,0.0,90,Clouds,overcast clouds,4/11/2017 9:00,5220,high
43830,None,295.65,0.0,0.0,75,Clouds,broken clouds,5/5/2018 12:00,4775,high
1433,None,265.86,0.0,0.0,90,Snow,heavy snow,11/24/2012 4:00,299,very low
15316,None,292.08,0.0,0.0,1,Rain,light rain,7/7/2014 22:00,1771,low
42833,None,268.58,0.0,0.0,1,Clear,sky is clear,4/1/2018 23:00,952,very low
8189,None,289.78,0.0,0.0,76,Clouds,broken clouds,8/4/2013 22:00,2040,low
42179,None,267.49,0.0,0.0,1,Clear,sky is clear,3/8/2018 20:00,3565,medium
14511,None,291.56,0.25,0.0,40,Rain,light rain,5/20/2014 12:00,4945,high
27623,None,274.788,0.0,0.0,20,Clouds,few clouds,10/27/2016 7:00,6170,very high
31084,None,286.372,0.0,0.0,0,Clear,Sky is Clear,2/17/2017 11:00,5259,high
2959,None,260.66,0.0,0.0,75,Clouds,broken clouds,1/15/2013 21:00,2331,low
38549,None,274.21,0.0,0.0,90,Mist,mist,11/1/2017 16:00,6321,very high
21598,None,273.55,0.0,0.0,90,Clouds,overcast clouds,3/3/2016 17:00,6551,very high
5155,None,273.36,0.0,0.0,90,Snow,heavy snow,4/15/2013 15:00,5809,high
4238,None,274.59,0.0,0.0,90,Drizzle,light intensity drizzle,3/11/2013 1:00,362,very low
23897,None,290.74,0.0,0.0,75,Clouds,broken clouds,6/3/2016 8:00,5471,high
14572,None,286.47,0.0,0.0,1,Clear,sky is clear,5/22/2014 23:00,1255,very low
15306,None,299.54,0.0,0.0,92,Thunderstorm,thunderstorm with heavy rain,7/7/2014 14:00,5278,high
29921,None,270.34,0.0,0.0,90,Snow,heavy snow,1/10/2017 9:00,4151,medium
32646,None,284.15,0.0,0.0,90,Clouds,overcast clouds,4/13/2017 20:00,3187,medium
26775,None,289.7,0.0,0.0,0,Clear,Sky is Clear,9/21/2016 7:00,6419,very high
26754,None,288.0,0.0,0.0,12,Clouds,few clouds,9/20/2016 10:00,4438,high
21018,None,266.58,0.0,0.0,40,Haze,haze,2/3/2016 11:00,3571,medium
24782,None,295.42,0.0,0.0,75,Clouds,broken clouds,7/8/2016 13:00,4593,high
32695,None,286.71,0.0,0.0,90,Mist,mist,4/15/2017 1:00,799,very low
27494,None,279.616,0.0,0.0,0,Clear,Sky is Clear,10/21/2016 21:00,3283,medium
2046,None,275.34,0.0,0.0,90,Rain,moderate rain,12/16/2012 4:00,271,very low
9900,None,280.56,0.85,0.0,64,Rain,moderate rain,11/16/2013 14:00,4532,high
23774,None,297.4,0.0,0.0,40,Clouds,scattered clouds,5/29/2016 18:00,3250,medium
41107,None,271.01,0.0,0.0,1,Clear,sky is clear,1/30/2018 22:00,2261,low
17861,None,298.86,0.0,0.0,1,Clear,sky is clear,8/31/2015 12:00,5314,high
19129,None,275.55,0.0,0.0,1,Clear,sky is clear,10/22/2015 5:00,2766,low
43202,None,273.79,0.0,0.0,90,Snow,light snow,4/13/2018 21:00,2158,low
40783,None,274.29,0.0,0.0,90,Clouds,overcast clouds,1/19/2018 11:00,4936,high
20553,None,248.51,0.0,0.0,1,Mist,mist,1/11/2016 3:00,284,very low
42170,None,267.86,0.0,0.0,1,Clear,sky is clear,3/8/2018 11:00,4922,high
22372,None,275.96,0.0,0.0,1,Clear,sky is clear,4/10/2016 5:00,654,very low
5395,None,278.0,0.0,0.0,90,Clouds,overcast clouds,4/22/2013 12:00,4815,high
26165,None,293.49,6.1,0.0,75,Rain,heavy intensity rain,8/30/2016 0:00,543,very low
41685,None,260.55,0.0,0.0,1,Clear,sky is clear,2/20/2018 23:00,965,very low
2645,None,266.09,0.0,0.0,90,Snow,heavy snow,1/3/2013 21:00,2046,low
20605,None,264.22,0.0,0.0,40,Mist,mist,1/14/2016 1:00,351,very low
12032,None,256.87,0.0,0.0,90,Clouds,overcast clouds,2/5/2014 17:00,6058,very high
23583,None,291.03,0.0,0.0,40,Clouds,scattered clouds,5/24/2016 4:00,877,very low
7776,None,296.83,0.0,0.0,32,Clouds,scattered clouds,7/19/2013 6:00,5943,very high
36985,None,286.65,0.0,0.0,75,Clouds,broken clouds,9/8/2017 0:00,634,very low
40440,None,272.58,0.0,0.0,1,Clear,sky is clear,1/8/2018 12:00,4512,high
29063,None,256.15,0.0,0.0,90,Haze,haze,12/12/2016 8:00,4539,high
18574,None,291.48,0.0,0.0,90,Rain,light rain,9/24/2015 20:00,3032,medium
36336,None,293.72,0.0,0.0,90,Rain,moderate rain,8/17/2017 2:00,286,very low
33456,None,293.72,0.0,0.0,1,Rain,proximity shower rain,5/8/2017 17:00,5703,high
7542,None,290.17,0.0,0.0,24,Fog,fog,7/9/2013 8:00,5425,high
11669,None,258.44,0.0,0.0,64,Snow,light snow,1/22/2014 8:00,5120,high
8405,None,286.24,0.0,0.0,8,Clear,sky is clear,8/14/2013 3:00,360,very low
9132,None,296.76,0.0,0.0,0,Clear,Sky is Clear,9/26/2013 13:00,5160,high
17895,None,293.39,0.0,0.0,40,Thunderstorm,proximity thunderstorm,9/2/2015 7:00,6477,very high
34356,None,300.02,0.0,0.0,75,Clouds,broken clouds,6/8/2017 15:00,5745,high
15596,None,298.01,0.0,0.0,40,Clouds,scattered clouds,7/18/2014 15:00,6139,very high
39575,None,261.01,0.0,0.0,75,Clouds,broken clouds,12/7/2017 10:00,4486,high
3429,None,268.53,0.0,0.0,90,Mist,mist,2/8/2013 7:00,6710,very high
18824,None,284.33,0.0,0.0,1,Clear,sky is clear,10/6/2015 23:00,944,very low
9954,None,270.84,0.0,0.0,64,Clouds,broken clouds,11/18/2013 9:00,5093,high
13573,None,278.59,0.0,0.0,90,Clouds,overcast clouds,4/11/2014 2:00,306,very low
34383,None,302.15,0.0,0.0,1,Clear,sky is clear,6/9/2017 18:00,4229,medium
1798,None,269.74,0.0,0.0,90,Clouds,overcast clouds,12/8/2012 9:00,3421,medium
5514,None,275.42,0.0,0.0,75,Clouds,broken clouds,4/25/2013 23:00,1267,very low
34560,None,301.42,0.0,0.0,75,Clouds,broken clouds,6/15/2017 16:00,6239,very high
11473,None,265.48,0.0,0.0,1,Clear,sky is clear,1/14/2014 15:00,5160,high
40883,None,270.86,0.0,0.0,90,Mist,mist,1/22/2018 19:00,1291,very low
31328,None,270.49,0.0,0.0,90,Clouds,overcast clouds,2/26/2017 22:00,1464,low
35718,None,291.75,0.0,0.0,1,Mist,mist,7/27/2017 2:00,360,very low
14678,None,292.89,0.51,0.0,90,Rain,light rain,5/27/2014 9:00,5341,high
42402,None,276.35,0.0,0.0,1,Clear,sky is clear,3/17/2018 12:00,5798,high
35339,None,296.46,0.0,0.0,20,Clouds,few clouds,7/14/2017 18:00,4314,medium
2535,None,258.7,0.0,0.0,20,Clouds,few clouds,12/31/2012 2:00,341,very low
27799,None,287.28,0.0,0.0,20,Clouds,few clouds,11/3/2016 13:00,4646,high
8201,None,291.96,0.0,0.0,80,Clouds,broken clouds,8/5/2013 11:00,4767,high
40123,None,257.71,0.0,0.0,40,Clouds,scattered clouds,12/27/2017 15:00,5398,high
28950,None,262.97,0.0,0.0,40,Snow,light snow,12/9/2016 10:00,4589,high
47239,None,294.54,0.25,0.0,90,Thunderstorm,proximity thunderstorm,8/31/2018 2:00,358,very low
31987,None,276.55,0.0,0.0,92,Rain,heavy intensity rain,3/23/2017 21:00,3905,medium
29502,None,275.48,0.0,0.0,90,Snow,light snow,12/25/2016 23:00,980,very low
20906,None,270.79,0.0,0.0,75,Clouds,broken clouds,1/29/2016 11:00,5040,high
43630,None,286.58,0.0,0.0,40,Clouds,scattered clouds,4/27/2018 18:00,5355,high
17399,None,304.09,0.0,0.0,1,Clear,sky is clear,8/15/2015 16:00,4399,high
34235,None,302.95,0.0,0.0,1,Clear,sky is clear,6/3/2017 17:00,4542,high
10830,None,265.12,0.0,0.0,64,Clouds,broken clouds,12/20/2013 19:00,3531,medium
8648,None,303.45,0.0,0.0,56,Clouds,broken clouds,8/25/2013 14:00,4723,high
16246,None,290.3,0.0,0.0,1,Mist,mist,7/4/2015 7:00,1403,very low
5261,None,274.36,0.0,0.0,90,Snow,heavy snow,4/19/2013 0:00,516,very low
15909,None,289.23,0.0,0.0,1,Mist,mist,8/5/2014 7:00,6886,very high
160,None,283.11,0.0,0.0,90,Clouds,overcast clouds,10/9/2012 11:00,4691,high
5403,None,281.11,0.0,0.0,90,Mist,mist,4/22/2013 18:00,3780,medium
4636,None,273.08,0.0,0.0,1,Clear,sky is clear,3/30/2013 0:00,1092,very low
19859,None,273.09,0.0,0.0,90,Mist,mist,12/6/2015 23:00,909,very low
40173,None,260.29,0.0,0.0,90,Snow,light snow,12/28/2017 20:00,2299,low
39338,None,276.55,0.0,0.0,75,Clouds,broken clouds,11/29/2017 12:00,4982,high
7166,None,294.89,0.25,0.0,92,Rain,light rain,6/24/2013 2:00,350,very low
14773,None,296.03,0.0,0.0,40,Clouds,scattered clouds,5/31/2014 8:00,3475,medium
38224,None,289.42,0.0,0.0,90,Rain,light rain,10/21/2017 20:00,3000,medium
32729,None,288.61,0.0,0.0,90,Mist,mist,4/15/2017 11:00,4605,high
37140,None,295.77,0.0,0.0,5,Clear,sky is clear,9/13/2017 22:00,1960,low
11713,None,262.64,0.0,0.0,64,Snow,light snow,1/24/2014 4:00,728,very low
3818,None,266.63,0.0,0.0,90,Snow,heavy snow,2/23/2013 7:00,1943,low
21039,None,262.88,0.0,0.0,90,Mist,mist,2/4/2016 8:00,5383,high
6166,None,287.15,0.0,0.0,90,Rain,light rain,5/19/2013 10:00,3591,medium
46910,None,288.86,0.0,0.0,1,Clear,sky is clear,8/21/2018 22:00,1747,low
3554,None,269.05,0.0,0.0,90,Mist,mist,2/12/2013 8:00,6198,very high
7682,None,297.19,0.0,0.0,0,Rain,light rain,7/14/2013 16:00,4333,medium
6480,None,286.39,0.0,0.0,90,Mist,mist,5/28/2013 23:00,1032,very low
44582,None,295.28,0.0,0.0,1,Clear,sky is clear,5/31/2018 23:00,1446,very low
20790,None,266.86,0.0,0.0,90,Haze,haze,1/23/2016 18:00,4253,medium
4895,None,281.04,0.0,0.0,1,Clear,sky is clear,4/8/2013 19:00,3143,medium
27636,None,280.562,0.0,0.0,0,Clear,Sky is Clear,10/27/2016 20:00,2646,low
8021,None,288.06,0.0,0.0,8,Clear,sky is clear,7/29/2013 10:00,4475,high
45662,None,300.84,0.0,0.0,1,Clear,sky is clear,7/8/2018 12:00,4075,medium
8626,None,286.06,0.0,0.0,0,Clear,Sky is Clear,8/24/2013 7:00,2737,low
12919,None,274.46,0.0,0.0,1,Clear,sky is clear,3/14/2014 19:00,3737,medium
7201,None,293.71,0.0,0.0,0,Clear,Sky is Clear,6/25/2013 8:00,6266,very high
46010,None,291.35,0.0,0.0,90,Drizzle,light intensity drizzle,7/20/2018 5:00,2822,low
33530,None,281.73,0.0,0.0,1,Clear,sky is clear,5/11/2017 5:00,2915,medium
40809,None,270.28,0.0,0.0,75,Clouds,broken clouds,1/20/2018 9:00,3381,medium
36991,None,283.89,0.0,0.0,1,Clear,sky is clear,9/8/2017 6:00,5573,high
26618,None,285.21,0.0,0.0,40,Clouds,scattered clouds,9/15/2016 1:00,347,very low
8741,None,289.6,0.0,0.0,1,Clear,sky is clear,9/1/2013 23:00,1712,low
45378,None,298.94,0.0,0.0,1,Clear,sky is clear,6/27/2018 20:00,3126,medium
30099,None,266.48,0.0,0.0,75,Haze,haze,1/16/2017 11:00,4145,medium
17793,None,295.04,0.0,0.0,1,Clear,sky is clear,8/28/2015 18:00,4826,high
37360,None,296.29,0.0,0.0,90,Thunderstorm,proximity thunderstorm,9/22/2017 8:00,5971,very high
48084,None,281.52,0.0,0.0,90,Clouds,overcast clouds,9/26/2018 4:00,890,very low
6604,None,289.71,0.0,0.0,90,Clouds,overcast clouds,6/2/2013 0:00,1221,very low
9642,None,270.51,0.0,0.0,1,Clear,sky is clear,10/25/2013 7:00,6771,very high
20877,None,276.08,0.0,0.0,90,Clouds,overcast clouds,1/28/2016 0:00,544,very low
